,city,lat,lng,state
4133,Woodmere,29.8493,-90.0751,Louisiana
4134,La Riviera,38.5683,-121.3544,California
4135,Newport East,41.5159,-71.2878,Rhode Island
4136,Emmaus,40.5352,-75.4978,Pennsylvania
4137,Norton,41.0294,-81.6461,Ohio
4138,Bucyrus,40.8054,-82.9719,Ohio
4139,Mendota Heights,44.8815,-93.14,Minnesota
4140,Mount Sinai,40.9372,-73.0179,New York
4141,Carver,41.8739,-70.7563,Massachusetts
4142,Miami Shores,25.867,-80.1779,Florida
4143,Half Moon Bay,37.4685,-122.4382,California
4144,Pepperell,42.6713,-71.6043,Massachusetts
4145,Lakeville,41.831,-70.9594,Massachusetts
4146,Bayou Blue,29.6341,-90.6733,Louisiana
4147,Wakefield,38.823,-77.2406,Virginia
4148,Middle Valley,35.1877,-85.1959,Tennessee
4149,Ontario,44.0259,-116.976,Oregon
4150,Schiller Park,41.9586,-87.8693,Illinois
4151,Hartsville,36.3921,-86.1568,Tennessee
4152,Markham,41.6,-87.6904,Illinois
4153,Lawrenceburg,35.2497,-87.3325,Tennessee
4154,Roessleville,42.6969,-73.7964,New York
4155,Minnehaha,45.6577,-122.6204,Washington
4156,Moss Bluff,30.3039,-93.2051,Louisiana
4157,Patterson,41.4849,-73.5921,New York
4158,Town and Country,38.6317,-90.479,Missouri
4159,River Forest,41.895,-87.8194,Illinois
4160,Kennebunk,43.3972,-70.5707,Maine
4161,Gold Canyon,33.3639,-111.423,Arizona
4162,Gardere,30.3582,-91.1346,Louisiana
4163,Yorktown,40.183,-85.5123,Indiana
4164,Forest,37.3728,-79.2831,Virginia
4165,Stuarts Draft,38.0188,-79.0354,Virginia
4166,Sussex,43.1346,-88.2226,Wisconsin
4167,Port Lavaca,28.6181,-96.6278,Texas
4168,Platteville,42.728,-90.4681,Wisconsin
4169,Roma,26.4166,-99.0061,Texas
4170,Smithfield,35.5133,-78.3495,North Carolina
4171,Norfolk,42.1163,-71.3295,Massachusetts
4172,Loyalsock,41.2743,-76.9839,Pennsylvania
4173,Grosse Pointe Park,42.3794,-82.9287,Michigan
4174,Newcastle,35.2401,-97.5995,Oklahoma
4175,Burley,42.5379,-113.7926,Idaho
4176,Four Corners,29.6705,-95.6596,Texas
4177,Mexico,39.1625,-91.8712,Missouri
4178,Fort Morgan,40.2537,-103.7903,Colorado
4179,Lovington,32.9128,-103.3276,New Mexico
4180,Elk City,35.3862,-99.4301,Oklahoma
4181,Oskaloosa,41.2922,-92.6404,Iowa
4182,Salisbury,40.038,-75.9961,Pennsylvania
4183,Farmington,42.4614,-83.3784,Michigan
4184,Ridgefield,45.8114,-122.7051,Washington
4185,Leon Valley,29.4954,-98.6143,Texas
4186,Healdsburg,38.6224,-122.8651,California
4187,Lindon,40.3414,-111.7187,Utah
4188,East Glenville,42.8648,-73.9256,New York
4189,Bath,42.3219,-77.3083,New York
4190,Sun Village,34.5596,-117.9558,California
4191,Ridgefield,40.8313,-74.0147,New Jersey
4192,Fuller Heights,27.9227,-81.9978,Florida
4193,Pike Creek Valley,39.7294,-75.6989,Delaware
4194,Wilton Manors,26.1593,-80.1395,Florida
4195,Pontiac,40.8894,-88.6409,Illinois
4196,North Wantagh,40.6983,-73.5086,New York
4197,Covington,30.481,-90.1122,Louisiana
4198,New Garden,39.8119,-75.7517,Pennsylvania
4199,University of California-Santa Barbara,34.4151,-119.8568,California
4200,Port Salerno,27.1461,-80.1894,Florida
4201,Gloucester City,39.8924,-75.1172,New Jersey
4202,Campbellsville,37.3445,-85.3511,Kentucky
4203,Woods Cross,40.8731,-111.917,Utah
4204,Dobbs Ferry,41.0127,-73.8697,New York
4205,Greensburg,39.3518,-85.5028,Indiana
4206,Bridgeton,38.7673,-90.4275,Missouri
4207,Hanover,41.2012,-75.929,Pennsylvania
4208,Rostraver,40.169,-79.8087,Pennsylvania
4209,Clawson,42.5367,-83.1504,Michigan
4210,Oak Grove,33.978,-81.1468,South Carolina
4211,East Grand Rapids,42.9464,-85.6088,Michigan
4212,Fulton,43.3171,-76.4167,New York
4213,Snyder,32.7133,-100.9116,Texas
4214,Santa Clara,44.1154,-123.1344,Oregon
4215,Suffern,41.1138,-74.1422,New York
4216,Hamilton,39.9432,-77.7327,Pennsylvania
4217,Morgan City,29.7041,-91.192,Louisiana
4218,Woodbury,41.3284,-74.1004,New York
4219,Okmulgee,35.6134,-96.0068,Oklahoma
4220,Wells,43.3267,-70.6336,Maine
4221,Progress,40.2901,-76.8394,Pennsylvania
4222,Medulla,27.957,-81.9866,Florida
4223,Catskill,42.2063,-73.9435,New York
4224,Spencer,43.1468,-95.1534,Iowa
4225,Maltby,47.8027,-122.1044,Washington
4226,Holbrook,42.1471,-71.0057,Massachusetts
4227,Cocoa Beach,28.3327,-80.6274,Florida
4228,Ravenna,41.1612,-81.2422,Ohio
4229,Taylorville,39.5328,-89.2804,Illinois
4230,Shiloh,39.9732,-76.792,Pennsylvania
4231,Norwell,42.1608,-70.8177,Massachusetts
4232,Lakeland Highlands,27.9572,-81.9496,Florida
4233,Anderson,40.4497,-122.295,California
4234,Lowes Island,39.0471,-77.3524,Virginia
4235,Manvel,29.4798,-95.3635,Texas
4236,De Witt,43.03,-76.0819,New York
4237,Westphalia,38.8356,-76.8298,Maryland
4238,Ocean City,39.2681,-74.602,New Jersey
4239,Brooklyn,41.4349,-81.7497,Ohio
4240,Hillsborough,37.5572,-122.3586,California
4241,North Valley,35.1736,-106.6231,New Mexico
4242,Lansing,39.2428,-94.8972,Kansas
4243,Groton,42.6137,-71.5614,Massachusetts
4244,Two Rivers,44.1565,-87.5824,Wisconsin
4245,Kings Mountain,35.2349,-81.3501,North Carolina
4246,Barrington,42.1515,-88.1281,Illinois
4247,Willistown,40.001,-75.4915,Pennsylvania
4248,Westwood,40.9878,-74.0308,New Jersey
4249,Oregon,42.9253,-89.3892,Wisconsin
4250,West Point,41.122,-112.0995,Utah
4251,Lincolnton,35.4748,-81.2386,North Carolina
4252,Granbury,32.4475,-97.7702,Texas
4253,Wanaque,41.044,-74.29,New Jersey
4254,Abbeville,29.9751,-92.1265,Louisiana
4255,Hanover,43.7156,-72.191,New Hampshire
4256,Northbrook,39.2467,-84.5796,Ohio
4257,Storm Lake,42.6431,-95.196,Iowa
4258,Boiling Springs,35.045,-81.9779,South Carolina
4259,Berkley,39.8045,-105.0281,Colorado
4260,Satellite Beach,28.1782,-80.6019,Florida
4261,Westtown,39.9417,-75.5565,Pennsylvania
4262,Tucson Mountains,32.2822,-111.0773,Arizona
4263,New Port Richey East,28.2605,-82.6931,Florida
4264,Wellington,40.7,-105.0054,Colorado
4265,Batesville,35.7687,-91.6227,Arkansas
4266,Piedmont,37.8225,-122.2301,California
4267,Elon,36.1016,-79.5086,North Carolina
4268,Grand Rapids,47.238,-93.5327,Minnesota
4269,Cherry Creek,39.6094,-104.8645,Colorado
4270,Urbana,40.1085,-83.7541,Ohio
4271,Inwood,40.6219,-73.7506,New York
4272,North Lindenhurst,40.7072,-73.3859,New York
4273,Sierra Madre,34.1687,-118.0504,California
4274,Birch Bay,48.9243,-122.7519,Washington
4275,Lloyd,41.7286,-73.9961,New York
4276,Waipio,21.4143,-157.9966,Hawaii
4277,Roscoe,42.4256,-89.0084,Illinois
4278,Burr Ridge,41.7485,-87.92,Illinois
4279,Orono,44.8867,-68.7166,Maine
4280,Elwood,40.8462,-73.3389,New York
4281,White City,42.4316,-122.8322,Oregon
4282,Warren,41.7282,-71.2629,Rhode Island
4283,Plano,41.6757,-88.5293,Illinois
4284,Waupun,43.6314,-88.7381,Wisconsin
4285,Canyon Lake,33.6885,-117.2621,California
4286,Port Wentworth,32.1951,-81.1991,Georgia
4287,East Hanover,40.8192,-74.3638,New Jersey
4288,Alcoa,35.8076,-83.9753,Tennessee
4289,Raceland,29.7282,-90.6362,Louisiana
4290,Fairview,42.0261,-80.2361,Pennsylvania
4291,Canandaigua,42.8608,-77.3182,New York
4292,Cleveland,33.744,-90.7285,Mississippi
4293,Citrus Springs,28.9931,-82.4594,Florida
4294,Clayton,37.9404,-121.9301,California
4295,Merriam,39.0186,-94.6933,Kansas
4296,Union City,36.4267,-89.0474,Tennessee
4297,Selma,29.5866,-98.3132,Texas
4298,Wyomissing,40.3317,-75.9703,Pennsylvania
4299,Lake Grove,40.8586,-73.1168,New York
4300,Leicester,42.24,-71.912,Massachusetts
4301,Marinette,45.0871,-87.6336,Wisconsin
4302,Great Neck,40.8029,-73.7333,New York
4303,Lower Saucon,40.5881,-75.3188,Pennsylvania
4304,Coshocton,40.2618,-81.848,Ohio
4305,Monmouth,44.8505,-123.2284,Oregon
4306,Pompton Lakes,41.0024,-74.2859,New Jersey
4307,Lansdowne,39.9408,-75.276,Pennsylvania
4308,Sturgis,41.7991,-85.4184,Michigan
4309,Petal,31.3477,-89.2359,Mississippi
4310,Magnolia,33.2775,-93.2261,Arkansas
4311,Bithlo,28.5644,-81.1073,Florida
4312,Columbia,38.4581,-90.2156,Illinois
4313,Summit,41.7877,-87.8146,Illinois
4314,Hornsby Bend,30.2388,-97.5899,Texas
4315,Waihee-Waiehu,20.9188,-156.5063,Hawaii
4316,Cold Springs,39.6927,-119.9775,Nevada
4317,Fredericksburg,30.266,-98.8751,Texas
4318,Greentree,39.8989,-74.9613,New Jersey
4319,Gloucester Point,37.2767,-76.5043,Virginia
4320,Waterloo,38.3403,-90.1538,Illinois
4321,Fairview Shores,28.6021,-81.3958,Florida
4322,Waynesboro,39.7524,-77.5822,Pennsylvania
4323,Franklin Lakes,41.0086,-74.2083,New Jersey
4324,Sebring,27.477,-81.453,Florida
4325,Collegedale,35.0526,-85.0488,Tennessee
4326,Burlington,42.6744,-88.2721,Wisconsin
4327,Lyndon,38.2645,-85.5891,Kentucky
4328,Oak Ridge,41.0323,-74.4971,New Jersey
4329,Westview,25.8825,-80.2415,Florida
4330,Springdale,39.2909,-84.476,Ohio
4331,Summerfield,36.1973,-79.8997,North Carolina
4332,North Logan,41.7759,-111.8066,Utah
4333,Burkburnett,34.0746,-98.5672,Texas
4334,Citrus,34.116,-117.8891,California
4335,Pebble Creek,28.1583,-82.3411,Florida
4336,Totowa,40.9039,-74.2214,New Jersey
4337,Easttown,40.0281,-75.4403,Pennsylvania
4338,Celina,40.555,-84.5626,Ohio
4339,North Branch,45.5137,-92.9601,Minnesota
4340,Grand Haven,43.0553,-86.2201,Michigan
4341,Little Ferry,40.8464,-74.0388,New Jersey
4342,Canton,32.5975,-90.0317,Mississippi
4343,Pleasant View,41.3249,-112.0011,Utah
4344,Pompton Plains,40.9679,-74.3075,New Jersey
4345,Belgrade,45.7789,-111.1736,Montana
4346,Vashon,47.4122,-122.4726,Washington
4347,The Hills,40.6561,-74.6215,New Jersey
4348,Beachwood,39.9286,-74.2022,New Jersey
4349,Bedford Heights,41.4041,-81.5053,Ohio
4350,Chatham,40.7274,-74.4289,New Jersey
4351,Valley Center,33.233,-117.0158,California
4352,West Caldwell,40.8488,-74.2971,New Jersey
4353,Memphis,27.5435,-82.5608,Florida
4354,Grandview,46.2443,-119.9092,Washington
4355,Troy,38.7268,-89.8977,Illinois
4356,Brandon,43.5928,-96.5799,South Dakota
4357,College,40.8144,-77.8172,Pennsylvania
4358,Prineville,44.2985,-120.8607,Oregon
4359,Timberlane,29.8781,-90.0303,Louisiana
4360,Rincon,32.2947,-81.2353,Georgia
4361,Lehman,41.1518,-74.9924,Pennsylvania
4362,Chenango,42.1954,-75.8989,New York
4363,Pocono,41.0612,-75.3102,Pennsylvania
4364,Gages Lake,42.3519,-87.9828,Illinois
4365,Delhi,37.4306,-120.7759,California
4366,Manville,40.542,-74.5892,New Jersey
4367,Berthoud,40.3071,-105.0426,Colorado
4368,Haysville,37.5648,-97.3527,Kansas
4369,Terryville,40.9093,-73.0486,New York
4370,Fife,47.2329,-122.3518,Washington
4371,Triangle,38.5483,-77.3195,Virginia
4372,Garden City,33.5926,-79.0071,South Carolina
4373,Lincoln Park,40.9239,-74.3035,New Jersey
4374,Guthrie,35.8424,-97.4366,Oklahoma
4375,Peru,40.7593,-86.0756,Indiana
4376,Malvern,34.3734,-92.8205,Arkansas
4377,Worth,41.6877,-87.7916,Illinois
4378,Wantage,41.2431,-74.6258,New Jersey
4379,Kapaa,22.091,-159.3521,Hawaii
4380,Travilah,39.057,-77.247,Maryland
4381,Danville,39.7584,-86.5019,Indiana
4382,Mount Kisco,41.2016,-73.7281,New York
4383,Lake Monticello,37.921,-78.3295,Virginia
4384,Atchison,39.5625,-95.1367,Kansas
4385,Van Wert,40.8651,-84.5879,Ohio
4386,Martin,36.3385,-88.8513,Tennessee
4387,Sugarmill Woods,28.7299,-82.501,Florida
4388,Hudson,28.3595,-82.6894,Florida
4389,Union Park,28.5657,-81.2355,Florida
4390,East Cocalico,40.2242,-76.1057,Pennsylvania
4391,Montgomery,39.2496,-84.3458,Ohio
4392,Holmen,43.9706,-91.2654,Wisconsin
4393,Fox Lake,42.4239,-88.1844,Illinois
4394,South Union,39.8705,-79.7222,Pennsylvania
4395,Scaggsville,39.1416,-76.8843,Maryland
4396,Timonium,39.4459,-76.6032,Maryland
4397,Belle Chasse,29.8558,-90.0045,Louisiana
4398,Bolivar,37.6059,-93.4175,Missouri
4399,Raymond,43.0322,-71.1994,New Hampshire
4400,DeForest,43.2301,-89.3431,Wisconsin
4401,Russellville,34.5055,-87.7283,Alabama
4402,Morro Bay,35.3682,-120.8482,California
4403,Del Aire,33.9167,-118.3693,California
4404,East Bakersfield,35.3832,-118.9743,California
4405,St. Albans,38.3769,-81.8198,West Virginia
4406,Jackson,43.472,-110.7746,Wyoming
4407,Lehigh,40.7678,-75.5394,Pennsylvania
4408,Placerville,38.7308,-120.7979,California
4409,Munhall,40.3935,-79.9005,Pennsylvania
4410,Freeport,28.9453,-95.3601,Texas
4411,Crestwood,41.6454,-87.7397,Illinois
4412,West Hanover,40.3635,-76.7468,Pennsylvania
4413,Riverton,43.0421,-108.4144,Wyoming
4414,Vidalia,32.2125,-82.4019,Georgia
4415,Middle Island,40.8857,-72.9454,New York
4416,Linthicum,39.2088,-76.6626,Maryland
4417,Westwood Lakes,25.7237,-80.3717,Florida
4418,Forestville,39.0711,-84.3389,Ohio
4419,Lowell,41.2917,-87.4195,Indiana
4420,Edwards,39.6215,-106.6184,Colorado
4421,Milton,44.6429,-73.1538,Vermont
4422,Richmond Heights,41.5589,-81.5029,Ohio
4423,Pleasanton,28.9642,-98.4957,Texas
4424,Waggaman,29.9373,-90.2354,Louisiana
4425,Sonoma,38.2902,-122.4598,California
4426,Malibu,34.037,-118.7839,California
4427,Pine Hill,39.7879,-74.9857,New Jersey
4428,Potomac Park,35.3636,-118.965,California
4429,Rancho Mission Viejo,33.514,-117.5618,California
4430,Tarboro,35.9046,-77.5563,North Carolina
4431,Madison Heights,37.4487,-79.1057,Virginia
4432,Maryville,40.3428,-94.8702,Missouri
4433,Doraville,33.9073,-84.2711,Georgia
4434,Bogalusa,30.7812,-89.8633,Louisiana
4435,Hartford,43.6644,-72.3865,Vermont
4436,Lyons,41.8119,-87.8191,Illinois
4437,Corning,42.147,-77.0561,New York
4438,Darby,39.921,-75.261,Pennsylvania
4439,Newberry,34.2813,-81.601,South Carolina
4440,Victoria,44.8634,-93.6585,Minnesota
4441,Powdersville,34.7826,-82.4959,South Carolina
4442,Fountain Inn,34.6989,-82.2005,South Carolina
4443,Maynard,42.4264,-71.4561,Massachusetts
4444,Clute,29.0256,-95.3975,Texas
4445,Broomall,39.9688,-75.354,Pennsylvania
4446,Lexington,40.7779,-99.7461,Nebraska
4447,La Homa,26.2796,-98.3575,Texas
4448,Myers Corner,41.5864,-73.8793,New York
4449,West Haverstraw,41.2063,-73.9884,New York
4450,Essex Junction,44.4902,-73.1141,Vermont
4451,Vienna,39.324,-81.5383,West Virginia
4452,Galena Park,29.7452,-95.2333,Texas
4453,Friendly,38.7601,-76.9642,Maryland
4454,Bellefontaine Neighbors,38.7529,-90.228,Missouri
4455,Bel Air,39.5348,-76.346,Maryland
4456,Kendall Park,40.4135,-74.5631,New Jersey
4457,Little Canada,45.0244,-93.0863,Minnesota
4458,Monroe,42.603,-89.6381,Wisconsin
4459,Blackhawk,37.8159,-121.9071,California
4460,Mount Airy,36.5083,-80.6155,North Carolina
4461,Hanson,42.0558,-70.8723,Massachusetts
4462,Nanticoke,41.2005,-76.0003,Pennsylvania
4463,Douglass,40.3438,-75.5909,Pennsylvania
4464,West Perrine,25.6061,-80.3639,Florida
4465,Ironton,38.5323,-82.6779,Ohio
4466,Lake Barcroft,38.8514,-77.1579,Virginia
4467,Sumner,47.2189,-122.2338,Washington
4468,Camden,33.5672,-92.8467,Arkansas
4469,Cottage Grove,43.796,-123.0573,Oregon
4470,Fairview,37.6758,-122.0473,California
4471,Wendell,35.7819,-78.3952,North Carolina
4472,Yazoo City,32.8619,-90.4075,Mississippi
4473,Alachua,29.7779,-82.4832,Florida
4474,Airway Heights,47.6459,-117.5792,Washington
4475,Scottdale,33.795,-84.2634,Georgia
4476,Lakeland Village,33.648,-117.3706,California
4477,Yorkshire,38.7882,-77.4496,Virginia
4478,Acushnet,41.7138,-70.9012,Massachusetts
4479,Millington,35.335,-89.8991,Tennessee
4480,Pella,41.4052,-92.9189,Iowa
4481,Campton Hills,41.9498,-88.4166,Illinois
4482,Damascus,45.4233,-122.4436,Oregon
4483,Beverly Hills,42.522,-83.2423,Michigan
4484,Le Mars,42.781,-96.1733,Iowa
4485,Monument,39.0736,-104.8467,Colorado
4486,Sweetwater,32.4692,-100.4092,Texas
4487,Excelsior Springs,39.339,-94.24,Missouri
4488,Red Bank,33.9309,-81.2322,South Carolina
4489,Shiloh,39.8159,-84.2317,Ohio
4490,The Pinery,39.4462,-104.7591,Colorado
4491,River Grove,41.9243,-87.8379,Illinois
4492,Pineville,35.0864,-80.8915,North Carolina
4493,North Bellport,40.7868,-72.9457,New York
4494,Riverdale,41.6441,-87.6366,Illinois
4495,Reading,39.2242,-84.4333,Ohio
4496,Alderwood Manor,47.8146,-122.2672,Washington
4497,Saks,33.7118,-85.8536,Alabama
4498,Felida,45.7138,-122.7103,Washington
4499,New Albany,40.0809,-82.7848,Ohio
4500,Fairview,45.5469,-122.439,Oregon
4501,Loudoun Valley Estates,38.977,-77.5053,Virginia
4502,Forest Acres,34.0323,-80.9716,South Carolina
4503,Stansbury Park,40.6356,-112.3054,Utah
4504,Winterville,35.5291,-77.4,North Carolina
4505,Soquel,36.9978,-121.9483,California
4506,Lighthouse Point,26.2785,-80.0891,Florida
4507,Hillcrest,35.379,-118.9578,California
4508,Heath,40.0241,-82.4413,Ohio
4509,Kearney,39.355,-94.3599,Missouri
4510,Bonham,33.588,-96.1901,Texas
4511,Shelton,47.2186,-123.1121,Washington
4512,Somers Point,39.3167,-74.6066,New Jersey
4513,Lake Hopatcong,40.9599,-74.6094,New Jersey
4514,Bellmead,31.6026,-97.0897,Texas
4515,Ontario,43.2408,-77.314,New York
4516,Española,36.0044,-106.0686,New Mexico
4517,Palatka,29.6493,-81.6705,Florida
4518,Bluffton,40.7424,-85.173,Indiana
4519,Vermilion,41.4103,-82.3214,Ohio
4520,Waimea,20.0124,-155.6381,Hawaii
4521,East Bradford,39.959,-75.6469,Pennsylvania
4522,Lake Morton-Berrydale,47.3325,-122.1032,Washington
4523,Chalco,41.1817,-96.1353,Nebraska
4524,Pleasant Hill,41.5867,-93.4953,Iowa
4525,Standish,43.7811,-70.5684,Maine
4526,Portage,43.5489,-89.4658,Wisconsin
4527,Flat Rock,42.0991,-83.2716,Michigan
4528,Valley,32.8088,-85.181,Alabama
4529,Silverton,45.003,-122.7808,Oregon
4530,Yelm,46.9398,-122.6262,Washington
4531,Difficult Run,38.9016,-77.3471,Virginia
4532,Plattekill,41.6478,-74.0718,New York
4533,Lovejoy,33.4426,-84.3177,Georgia
4534,Warr Acres,35.5285,-97.6182,Oklahoma
4535,Worcester,40.1899,-75.3522,Pennsylvania
4536,Southborough,42.3012,-71.5297,Massachusetts
4537,South Lebanon,40.3058,-76.3708,Pennsylvania
4538,Rifle,39.5362,-107.7729,Colorado
4539,Wabash,40.8034,-85.8301,Indiana
4540,Smithville,39.3919,-94.5747,Missouri
4541,Fairmont,43.6441,-94.4621,Minnesota
4542,Waterford,39.7415,-74.8207,New Jersey
4543,Scituate,41.7926,-71.6203,Rhode Island
4544,Marlton,39.9014,-74.9294,New Jersey
4545,Cadillac,44.2493,-85.4164,Michigan
4546,Mount Vista,45.7373,-122.6316,Washington
4547,Waverly,42.725,-92.4708,Iowa
4548,Fairmount,39.7931,-105.1711,Colorado
4549,Sleepy Hollow,41.0936,-73.8722,New York
4550,Gateway,26.5793,-81.7446,Florida
4551,Farmersville,36.305,-119.2083,California
4552,Spout Springs,35.2724,-79.0331,North Carolina
4553,Kennett,36.2403,-90.0481,Missouri
4554,Comstock Park,43.0438,-85.6778,Michigan
4555,Galion,40.7385,-82.7792,Ohio
4556,Winchendon,42.6667,-72.0487,Massachusetts
4557,Millstone,40.2123,-74.4302,New Jersey
4558,Plymouth,41.3483,-86.3187,Indiana
4559,Calimesa,33.9874,-117.0542,California
4560,Shasta Lake,40.679,-122.3775,California
4561,Arkadelphia,34.1253,-93.0729,Arkansas
4562,Fairview,33.1399,-96.6117,Texas
4563,Scotchtown,41.4765,-74.3668,New York
4564,Garden City,32.0867,-81.1773,Georgia
4565,Woodlyn,39.8774,-75.3445,Pennsylvania
4566,Northampton,40.6866,-75.4904,Pennsylvania
4567,Brewster,41.7463,-70.0676,Massachusetts
4568,Chestnut Ridge,41.0829,-74.0551,New York
4569,White Marsh,39.3819,-76.4574,Maryland
4570,Trumbull Center,41.2415,-73.1836,Connecticut
4571,Exeter,36.2941,-119.1459,California
4572,Oneida,43.0769,-75.6622,New York
4573,Watervliet,42.7243,-73.7068,New York
4574,Alexandria,38.9621,-84.3859,Kentucky
4575,Newport,44.6242,-124.0513,Oregon
4576,Berwick,41.0555,-76.2492,Pennsylvania
4577,Geneseo,42.8038,-77.7783,New York
4578,London,39.8935,-83.4375,Ohio
4579,Burtonsville,39.1166,-76.9356,Maryland
4580,Clay,33.6951,-86.609,Alabama
4581,West Vero Corridor,27.6363,-80.4844,Florida
4582,Bacliff,29.5085,-94.9888,Texas
4583,Wood River,38.8631,-90.0774,Illinois
4584,Brookdale,40.8348,-74.1798,New Jersey
4585,Paris,36.2933,-88.3065,Tennessee
4586,Southampton,39.9137,-74.7171,New Jersey
4587,South Huntington,40.8225,-73.3921,New York
4588,Waynesville,35.4854,-82.9996,North Carolina
4589,Raymondville,26.4759,-97.7769,Texas
4590,Versailles,38.0486,-84.7258,Kentucky
4591,Murrells Inlet,33.556,-79.0594,South Carolina
4592,Fort Madison,40.6207,-91.3509,Iowa
4593,Lenoir City,35.8111,-84.2818,Tennessee
4594,Forestville,38.8518,-76.8708,Maryland
4595,La Plata,38.5352,-76.97,Maryland
4596,Marina del Rey,33.9765,-118.4486,California
4597,Tremonton,41.7187,-112.189,Utah
4598,Carroll,42.0699,-94.8646,Iowa
4599,Pine Ridge,28.933,-82.4761,Florida
4600,Tipp City,39.9644,-84.1866,Ohio
4601,Rockport,28.029,-97.0722,Texas
4602,North Lakes,61.6191,-149.311,Alaska
4603,Alpine,40.4629,-111.7724,Utah
4604,Milton,30.6286,-87.0522,Florida
4605,Whitestown,39.9706,-86.3612,Indiana
4606,Elkhorn,42.6713,-88.5377,Wisconsin
4607,North Bend,43.4075,-124.2364,Oregon
4608,Boaz,34.1985,-86.1529,Alabama
4609,East Whittier,33.9244,-117.9887,California
4610,Davenport,28.1587,-81.6083,Florida
4611,Robstown,27.794,-97.6692,Texas
4612,San Diego Country Estates,33.0094,-116.7874,California
4613,New Hyde Park,40.7323,-73.6858,New York
4614,East Setauket,40.921,-73.0942,New York
4615,Rotonda,26.8844,-82.2791,Florida
4616,Halfway,39.6162,-77.7703,Maryland
4617,Milford,40.4291,-75.4153,Pennsylvania
4618,Highland,38.7602,-89.6812,Illinois
4619,Pingree Grove,42.0855,-88.4358,Illinois
4620,Cordele,31.9563,-83.7694,Georgia
4621,Flowood,32.3359,-90.0802,Mississippi
4622,Columbia,40.0347,-76.4944,Pennsylvania
4623,Fort Oglethorpe,34.9318,-85.246,Georgia
4624,Liberty,41.8132,-74.7775,New York
4625,Alpena,45.074,-83.4402,Michigan
4626,Carencro,30.3126,-92.0388,Louisiana
4627,Claymont,39.8032,-75.4607,Delaware
4628,Lake Arrowhead,34.2531,-117.1944,California
4629,Rainbow City,33.9336,-86.0922,Alabama
4630,Astoria,46.1856,-123.8053,Oregon
4631,Kendallville,41.4441,-85.2578,Indiana
4632,Marlton,38.762,-76.7857,Maryland
4633,Cedartown,34.0223,-85.2479,Georgia
4634,Ware,42.2806,-72.2843,Massachusetts
4635,Port Townsend,48.122,-122.7877,Washington
4636,New Richmond,45.125,-92.5377,Wisconsin
4637,Penn,40.1864,-76.3726,Pennsylvania
4638,Corte Madera,37.9238,-122.5128,California
4639,Hazle,40.9558,-75.9998,Pennsylvania
4640,Molalla,45.1502,-122.5845,Oregon
4641,Paris,38.2016,-84.2718,Kentucky
4642,Vernal,40.4517,-109.5378,Utah
4643,Jefferson,29.9609,-90.1554,Louisiana
4644,Franklin,36.7177,-86.5595,Kentucky
4645,North Gates,43.1718,-77.7064,New York
4646,Hermantown,46.8057,-92.2407,Minnesota
4647,Snohomish,47.9276,-122.0969,Washington
4648,Hobart,44.4967,-88.1602,Wisconsin
4649,Greenville,44.3003,-88.5365,Wisconsin
4650,Hillsdale,41.0074,-74.044,New Jersey
4651,Garden Acres,37.9637,-121.2296,California
4652,Hull,42.2861,-70.8835,Massachusetts
4653,Safford,32.8335,-109.6964,Arizona
4654,Hackettstown,40.854,-74.8257,New Jersey
4655,Warrenton,38.7176,-77.7976,Virginia
4656,Baker City,44.7749,-117.832,Oregon
4657,Gunbarrel,40.0632,-105.1713,Colorado
4658,Harrison,40.6374,-79.7173,Pennsylvania
4659,Kittery,43.0998,-70.7126,Maine
4660,Glenwood Springs,39.5455,-107.3347,Colorado
4661,Progress Village,27.8831,-82.3593,Florida
4662,Cairo,30.879,-84.205,Georgia
4663,Quartz Hill,34.6527,-118.2163,California
4664,Brandywine,38.6963,-76.8846,Maryland
4665,Cambridge,40.0221,-81.5869,Ohio
4666,Littleton,42.535,-71.4891,Massachusetts
4667,Spanish Fort,30.7254,-87.8597,Alabama
4668,Cody,44.5213,-109.0548,Wyoming
4669,Rio Vista,38.1765,-121.7025,California
4670,La Grange,38.3987,-85.375,Kentucky
4671,Williston,44.4345,-73.0888,Vermont
4672,San Elizario,31.5793,-106.2632,Texas
4673,Atoka,35.4239,-89.7861,Tennessee
4674,East Rockaway,40.6432,-73.6672,New York
4675,Bee Ridge,27.2855,-82.4731,Florida
4676,Waldwick,41.0133,-74.1259,New Jersey
4677,Howell,42.6078,-83.9339,Michigan
4678,Lake Hiawatha,40.8816,-74.3826,New Jersey
4679,West Point,33.6064,-88.6572,Mississippi
4680,Struthers,41.051,-80.592,Ohio
4681,Browns Mills,39.9737,-74.569,New Jersey
4682,Clinton,36.0981,-84.1283,Tennessee
4683,Orange Lake,41.5369,-74.1005,New York
4684,Scenic Oaks,29.7038,-98.6712,Texas
4685,Blackwells Mills,40.4773,-74.5976,New Jersey
4686,Oakbrook,38.9996,-84.6797,Kentucky
4687,Francisville,39.1068,-84.7277,Kentucky
4688,Elgin,30.3526,-97.3883,Texas
4689,Makaha,21.4739,-158.2102,Hawaii
4690,Maywood,40.9025,-74.0634,New Jersey
4691,Glocester,41.8934,-71.6889,Rhode Island
4692,Cross Lanes,38.4351,-81.7707,West Virginia
4693,Cheat Lake,39.667,-79.8564,West Virginia
