index_name,Year,Date,State,Rating,Injuries,Death,Start_Lat,Start_Lon,End_Lat,End_Lon,Width
61,2023,2023-01-12,AL, 0,0,0,32,-87,32,-87,360
64,2023,2023-01-03,AL, 0,0,0,32,-86,33,-86,150
384,2023,2023-06-18,OK, 0,0,0,36,-100,36,-100,25
1001,2023,2023-05-12,NE, 1,0,0,41,-98,41,-98,50
1030,2023,2023-05-12,NE, 1,0,0,41,-99,41,-99,100
1035,2023,2023-05-12,NE, 2,0,0,42,-98,42,-98,75
1662,2023,2023-03-01,AL, 1,0,0,34,-86,34,-86,25
1711,2023,2023-07-12,NE, 1,0,0,41,-97,41,-97,50
1712,2023,2023-07-12,NE, 1,0,0,42,-96,42,-96,90
1784,2023,2023-07-12,IA, 1,0,0,41,-95,41,-95,50
1850,2023,2023-07-12,NE, 0,0,0,41,-96,41,-96,15
1851,2023,2023-07-12,IA, 2,0,0,41,-95,41,-95,100
2073,2023,2023-01-03,MS, 1,0,0,31,-89,31,-89,365
2078,2023,2023-07-12,IA, 1,0,0,41,-95,41,-95,40
2097,2023,2023-02-16,MS, 1,0,0,34,-88,34,-88,100
2098,2023,2023-02-16,TN, 1,0,0,35,-88,35,-88,105
2182,2023,2023-06-17,AL, 0,0,0,30,-87,30,-87,820
2183,2023,2023-06-15,AL, 0,0,0,30,-87,30,-87,75
2216,2023,2023-06-16,AL, 1,0,0,31,-87,30,-87,30
3763,2023,2023-02-26,OK, 1,0,0,35,-96,35,-96,50
4071,2023,2023-02-26,OK, 0,0,0,36,-98,36,-98,50
4114,2023,2023-01-24,LA, 1,0,0,30,-93,30,-93,75
4115,2023,2023-01-24,LA, 1,0,0,30,-93,30,-93,75
4166,2023,2023-01-12,KY, 1,0,0,37,-88,37,-88,200
4316,2023,2023-01-24,LA, 2,0,0,30,-93,30,-93,500
4317,2023,2023-01-24,LA, 2,3,0,30,-93,30,-93,300
4911,2023,2023-01-12,TN, 0,0,0,35,-83,35,-83,30
4912,2023,2023-01-12,TN, 0,0,0,36,-83,36,-83,100
4973,2023,2023-01-02,OK, 1,0,0,36,-94,36,-94,200
5172,2023,2023-01-12,KY, 0,0,0,38,-84,38,-84,50
5314,2023,2023-01-12,AL, 0,0,0,31,-86,31,-86,100
5351,2023,2023-02-26,OK, 1,0,0,34,-99,34,-99,75
5352,2023,2023-02-26,OK, 1,0,0,34,-99,35,-99,600
5530,2023,2023-01-12,KY, 1,0,0,37,-88,37,-88,200
5672,2023,2023-01-12,AL, 1,0,0,34,-86,34,-86,325
5680,2023,2023-01-12,AL, 0,0,0,34,-85,34,-85,70
5895,2023,2023-01-03,AL, 1,0,0,34,-87,34,-87,70
5971,2023,2023-01-03,KY, 0,0,0,36,-87,36,-87,50
6030,2023,2023-02-26,OK, 0,0,0,35,-98,35,-98,75
6031,2023,2023-02-26,OK, 1,0,0,35,-97,35,-97,500
6098,2023,2023-02-26,OK, 2,0,0,35,-97,35,-97,600
6194,2023,2023-02-26,OK, 0,0,0,35,-98,35,-98,75
6210,2023,2023-02-26,OK, 1,0,0,35,-99,35,-99,100
6284,2023,2023-02-26,OK, 2,12,0,35,-97,35,-97,900
6807,2023,2023-01-12,TN, 0,1,0,35,-84,35,-84,150
6866,2023,2023-01-12,KY, 1,0,0,38,-85,38,-85,100
