,Year,Date,State,Rating,Injuries,Death,Start_Lat,Start_Lon,End_Lat,End_Lon,Width
24021,1984,1984-04-26,OK,4,37,3,36,-96,36,-96,880
24028,1984,1984-04-27,KS,2,0,0,37,-94,37,-94,40
24032,1984,1984-04-27,OK,2,0,0,36,-94,36,-94,20
24066,1984,1984-04-29,KS,1,0,0,37,-97,37,-97,10
24077,1984,1984-04-29,MS,1,0,0,34,-89,34,-89,77
24080,1984,1984-04-29,OK,1,0,0,35,-99,35,-99,100
24083,1984,1984-04-29,OK,4,60,1,35,-96,36,-96,200
24093,1984,1984-05-02,LA,2,0,0,32,-92,32,-92,150
24094,1984,1984-05-02,LA,2,4,0,32,-91,32,-91,150
24095,1984,1984-05-02,LA,3,9,0,32,-94,32,-92,250
24096,1984,1984-05-02,MS,1,13,0,34,-90,34,-90,100
24100,1984,1984-05-02,OK,1,0,0,33,-94,33,-94,200
24102,1984,1984-05-02,OK,2,0,0,34,-96,34,-96,200
24115,1984,1984-05-03,AL,1,0,0,34,-87,34,-87,100
24116,1984,1984-05-03,AL,1,0,0,32,-85,32,-85,80
24120,1984,1984-05-03,AL,1,0,0,33,-85,33,-85,80
24121,1984,1984-05-03,AL,2,0,0,33,-86,33,-86,200
24122,1984,1984-05-03,AL,2,0,0,32,-87,32,-86,50
24123,1984,1984-05-03,AL,2,0,0,31,-85,31,-85,200
24124,1984,1984-05-03,AL,2,2,0,33,-85,33,-85,300
24125,1984,1984-05-03,AL,2,0,0,33,-85,33,-85,400
24126,1984,1984-05-03,AL,2,0,0,33,-85,33,-85,400
24127,1984,1984-05-03,AL,2,0,0,32,-85,32,-85,100
24129,1984,1984-05-03,AL,3,37,5,32,-86,32,-86,800
24157,1984,1984-05-06,KY,1,0,0,36,-85,37,-85,20
24158,1984,1984-05-06,KY,2,8,0,37,-84,37,-84,50
24159,1984,1984-05-06,TN,1,0,0,35,-86,35,-86,50
24185,1984,1984-05-07,TN,2,0,0,36,-86,36,-86,50
24187,1984,1984-05-07,TN,3,36,0,36,-88,36,-88,100
24223,1984,1984-05-19,IA,0,0,0,42,-92,42,-92,30
24226,1984,1984-05-20,LA,3,0,0,29,-93,29,-93,150
24227,1984,1984-05-21,LA,1,0,0,31,-92,31,-92,100
24243,1984,1984-05-27,OK,0,0,0,35,-97,35,-97,100
24244,1984,1984-05-27,OK,0,0,0,35,-97,35,-97,100
24248,1984,1984-05-31,KS,0,0,0,39,-101,39,-101,200
24252,1984,1984-05-31,NE,1,0,0,40,-100,40,-100,40
24283,1984,1984-06-07,IA,1,0,0,42,-96,42,-95,100
24284,1984,1984-06-07,IA,1,0,0,43,-95,43,-95,77
24288,1984,1984-06-07,IA,2,0,0,42,-95,42,-95,77
24289,1984,1984-06-07,IA,2,1,0,42,-95,42,-95,150
24290,1984,1984-06-07,IA,2,8,0,41,-95,41,-94,150
24291,1984,1984-06-07,IA,2,1,0,42,-95,42,-95,100
24292,1984,1984-06-07,IA,2,3,0,42,-95,42,-95,100
24293,1984,1984-06-07,IA,2,2,0,42,-94,43,-94,100
24295,1984,1984-06-07,IA,2,0,0,42,-94,42,-94,100
24296,1984,1984-06-07,IA,2,0,0,42,-94,43,-93,150
24297,1984,1984-06-07,IA,2,1,0,43,-94,43,-93,150
24298,1984,1984-06-07,IA,2,0,0,43,-93,43,-93,127
24299,1984,1984-06-07,IA,2,1,0,41,-92,41,-91,200
24300,1984,1984-06-07,IA,2,3,1,40,-94,40,-94,150
24301,1984,1984-06-07,IA,3,3,0,40,-95,40,-94,100
24302,1984,1984-06-07,IA,3,5,0,43,-94,43,-94,150
24303,1984,1984-06-07,KS,2,5,0,39,-95,39,-95,300
24355,1984,1984-06-11,KS,1,0,0,39,-101,39,-101,300
24356,1984,1984-06-11,KS,1,0,0,39,-101,39,-101,200
24357,1984,1984-06-11,KS,2,0,0,39,-101,39,-101,400
24362,1984,1984-06-11,NE,1,0,0,42,-97,42,-97,30
24365,1984,1984-06-11,NE,1,0,0,40,-101,40,-101,20
24370,1984,1984-06-11,NE,3,0,0,41,-98,41,-98,200
24381,1984,1984-06-12,NE,2,0,0,40,-96,40,-96,150
24382,1984,1984-06-12,NE,2,0,0,40,-96,40,-95,100
24384,1984,1984-06-12,NE,3,5,0,40,-97,40,-97,200
24420,1984,1984-06-16,IA,1,0,0,42,-93,42,-93,77
24421,1984,1984-06-16,IA,1,2,0,42,-93,42,-93,77
24428,1984,1984-06-17,IA,1,0,0,41,-92,41,-91,40
24435,1984,1984-06-17,NE,1,0,0,41,-96,42,-96,40
24437,1984,1984-06-17,NE,1,0,0,41,-96,41,-96,20
24438,1984,1984-06-17,NE,1,0,0,41,-96,41,-96,30
24461,1984,1984-06-22,IA,1,0,0,42,-93,42,-92,77
24561,1984,1984-07-26,KY,0,0,0,38,-84,38,-84,27
24636,1984,1984-10-14,IA,1,2,0,41,-92,41,-95,40
24637,1984,1984-10-14,LA,3,3,0,30,-91,30,-91,150
24640,1984,1984-10-15,AL,2,0,0,31,-87,31,-87,400
24645,1984,1984-10-16,KS,0,0,0,38,-98,38,-98,100
24668,1984,1984-10-22,MS,0,0,0,32,-90,32,-90,50
24678,1984,1984-10-31,OK,2,0,0,36,-99,36,-99,200
24679,1984,1984-10-31,OK,2,0,0,36,-98,36,-98,200
24680,1984,1984-10-31,OK,3,0,0,36,-99,36,-98,250
24704,1984,1984-11-10,AL,1,0,0,33,-85,33,-85,100
24705,1984,1984-11-10,AL,1,0,0,33,-85,33,-85,50
24706,1984,1984-11-10,AL,2,0,0,33,-87,33,-87,400
24723,1985,1985-02-23,OK,2,3,0,34,-96,34,-95,500
24725,1985,1985-03-03,NE,1,0,0,40,-98,40,-98,100
24728,1985,1985-03-03,NE,1,0,0,41,-97,41,-97,50
24764,1985,1985-04-05,AL,1,0,0,33,-86,33,-86,100
24765,1985,1985-04-05,AL,2,5,0,33,-85,33,-85,200
24766,1985,1985-04-05,AL,3,0,0,34,-86,34,-86,100
24767,1985,1985-04-05,AL,3,5,0,34,-86,34,-86,277
24768,1985,1985-04-05,AL,3,1,0,34,-86,34,-86,500
24781,1985,1985-04-05,LA,1,0,0,32,-92,32,-92,150
24803,1985,1985-04-20,NE,2,0,0,42,-98,42,-97,440
24804,1985,1985-04-20,OK,0,0,0,36,-99,36,-99,100
24805,1985,1985-04-20,OK,1,0,0,36,-99,36,-99,100
24839,1985,1985-04-22,OK,0,0,0,35,-98,35,-98,50
24841,1985,1985-04-22,OK,2,0,0,35,-98,35,-98,250
24850,1985,1985-04-23,LA,1,0,0,32,-93,32,-93,200
24851,1985,1985-04-23,LA,1,0,0,32,-93,32,-93,150
24854,1985,1985-04-23,LA,2,0,0,32,-93,32,-93,200
24855,1985,1985-04-23,LA,2,0,0,32,-93,32,-93,200
24856,1985,1985-04-23,LA,3,0,0,33,-93,33,-93,200
24888,1985,1985-04-29,OK,2,1,0,34,-97,34,-97,880
24890,1985,1985-04-30,LA,1,0,0,32,-93,32,-93,200
24895,1985,1985-04-30,TN,2,0,0,35,-89,35,-89,150
24897,1985,1985-05-01,AL,2,0,0,33,-88,33,-88,100
24914,1985,1985-05-10,KS,3,0,0,38,-99,39,-99,300
24915,1985,1985-05-10,KS,3,0,0,39,-99,39,-99,300
24916,1985,1985-05-10,KS,4,0,0,39,-99,39,-99,1000
24917,1985,1985-05-10,KS,4,2,0,39,-99,40,-98,1000
24927,1985,1985-05-10,NE,3,2,0,40,-99,40,-98,500
24931,1985,1985-05-11,IA,1,4,0,41,-92,41,-92,50
24996,1985,1985-05-21,MS,2,0,0,30,-88,30,-88,100
25017,1985,1985-05-27,NE,3,0,0,41,-103,41,-103,200
25019,1985,1985-05-28,NE,0,0,0,41,-101,42,-101,20
25032,1985,1985-05-30,IA,3,27,2,42,-91,42,-90,1500
25092,1985,1985-06-04,TN,2,0,0,36,-86,36,-86,100
25110,1985,1985-06-10,KY,0,0,0,38,-85,38,-85,440
25219,1985,1985-08-03,KS,1,0,0,38,-97,38,-97,400
25231,1985,1985-08-06,KS,1,0,0,38,-98,38,-98,400
25258,1985,1985-08-16,AL,1,0,0,33,-87,33,-87,50
25263,1985,1985-08-16,AL,1,0,0,34,-86,34,-86,50
25265,1985,1985-08-16,AL,1,0,0,34,-86,34,-86,30
25267,1985,1985-08-16,AL,2,2,0,34,-87,34,-87,100
25268,1985,1985-08-16,AL,2,0,0,33,-87,33,-87,600
25269,1985,1985-08-16,AL,2,0,0,34,-86,34,-86,100
25270,1985,1985-08-16,AL,2,0,0,33,-86,34,-86,80
25272,1985,1985-08-16,AL,3,2,0,34,-87,35,-87,100
25273,1985,1985-08-16,AL,3,6,0,34,-86,34,-86,100
25275,1985,1985-08-16,MS,1,0,0,32,-89,32,-88,173
25280,1985,1985-08-16,TN,2,0,0,35,-87,35,-87,60
25281,1985,1985-08-16,TN,2,0,0,35,-86,35,-86,70
25282,1985,1985-08-16,TN,3,1,0,35,-87,35,-87,500
25320,1985,1985-09-02,MS,1,0,0,30,-89,30,-89,60
25348,1985,1985-09-22,OK,2,0,0,36,-98,36,-98,500
25350,1985,1985-09-23,AL,1,0,0,31,-88,31,-87,73
25351,1985,1985-09-23,AL,2,4,0,31,-87,31,-87,100
25384,1985,1985-11-18,OK,1,4,0,34,-95,34,-94,100
25395,1985,1985-11-30,OK,2,0,0,34,-96,34,-96,300
25413,1986,1986-02-06,TN,3,5,0,35,-84,35,-84,270
25440,1986,1986-03-10,KY,2,20,0,38,-84,38,-84,100
25454,1986,1986-03-12,AL,2,0,0,33,-87,34,-87,200
25455,1986,1986-03-12,AL,2,5,0,34,-86,34,-86,200
25456,1986,1986-03-12,AL,3,0,0,33,-88,33,-88,500
25458,1986,1986-03-12,AL,3,0,2,33,-88,33,-88,700
25468,1986,1986-03-12,MS,2,0,0,31,-90,31,-90,250
25469,1986,1986-03-12,MS,2,0,0,32,-88,32,-88,120
25470,1986,1986-03-12,MS,3,2,0,31,-89,32,-89,123
25471,1986,1986-03-12,MS,4,8,0,32,-88,32,-88,440
25489,1986,1986-03-17,OK,1,0,0,35,-99,35,-99,100
25490,1986,1986-03-18,AL,1,0,0,33,-87,34,-87,140
25492,1986,1986-03-18,LA,2,2,0,32,-92,32,-92,150
25495,1986,1986-03-18,MS,1,0,0,32,-90,32,-90,40
25496,1986,1986-03-18,MS,1,0,0,34,-88,34,-88,100
25499,1986,1986-03-18,MS,1,0,0,33,-88,33,-88,50
25500,1986,1986-03-18,MS,2,0,0,32,-90,33,-90,100
25506,1986,1986-04-03,NE,0,0,0,41,-100,41,-100,17
25507,1986,1986-04-03,NE,0,0,0,41,-100,41,-100,13
25508,1986,1986-04-03,NE,0,0,0,40,-97,40,-97,20
25509,1986,1986-04-03,NE,1,0,0,41,-100,41,-100,50
25510,1986,1986-04-03,NE,1,1,0,40,-99,40,-99,40
25512,1986,1986-04-03,NE,2,0,0,41,-99,41,-99,40
25514,1986,1986-04-04,LA,1,0,0,33,-93,33,-93,150
25522,1986,1986-04-07,KS,0,0,0,37,-95,37,-95,50
25523,1986,1986-04-07,KS,0,0,0,37,-95,37,-95,50
25524,1986,1986-04-07,KS,0,0,0,37,-94,37,-94,50
25525,1986,1986-04-07,KS,0,0,0,37,-95,37,-95,50
25526,1986,1986-04-07,KS,0,0,0,37,-95,37,-95,50
25527,1986,1986-04-07,KS,0,0,0,38,-96,38,-96,50
25528,1986,1986-04-07,KS,1,0,0,38,-96,38,-96,50
25529,1986,1986-04-07,KS,1,0,0,37,-95,37,-95,50
25530,1986,1986-04-07,KS,1,0,0,37,-94,37,-94,50
25531,1986,1986-04-07,KS,2,0,0,38,-96,37,-95,100
25535,1986,1986-04-07,OK,2,0,0,36,-95,36,-95,100
25538,1986,1986-04-08,MS,2,1,0,31,-89,31,-89,1000
25539,1986,1986-04-12,LA,1,0,0,32,-91,32,-91,100
25540,1986,1986-04-12,LA,1,0,0,32,-91,32,-91,100
25541,1986,1986-04-12,LA,2,3,0,31,-91,31,-91,100
25542,1986,1986-04-12,MS,1,0,0,31,-90,31,-90,150
25543,1986,1986-04-12,MS,1,0,0,31,-90,31,-90,100
25544,1986,1986-04-12,MS,2,0,0,31,-90,31,-90,100
25545,1986,1986-04-13,KS,0,0,0,39,-97,39,-97,27
25546,1986,1986-04-13,NE,0,0,0,40,-99,40,-99,20
25547,1986,1986-04-13,NE,0,0,0,40,-98,40,-98,20
25548,1986,1986-04-13,NE,1,0,0,40,-98,40,-98,30
25549,1986,1986-04-13,NE,1,0,0,40,-98,40,-98,20
25550,1986,1986-04-13,NE,1,0,0,40,-97,40,-97,20
25551,1986,1986-04-13,NE,2,0,0,40,-99,40,-98,40
25552,1986,1986-04-13,OK,2,2,0,36,-95,36,-95,300
25553,1986,1986-04-17,NE,0,0,0,41,-101,41,-101,17
25554,1986,1986-04-17,NE,0,0,0,41,-100,41,-100,27
25556,1986,1986-04-19,LA,1,0,0,32,-92,32,-92,50
25569,1986,1986-04-20,KY,1,0,0,36,-85,36,-85,150
25570,1986,1986-04-20,KY,3,2,0,36,-85,36,-85,400
25575,1986,1986-04-26,IA,2,0,0,43,-96,43,-96,70
25576,1986,1986-04-26,IA,2,4,1,43,-96,43,-95,120
25578,1986,1986-04-26,NE,0,0,0,40,-96,40,-96,20
25579,1986,1986-04-26,NE,2,0,0,40,-97,40,-97,40
25581,1986,1986-04-26,OK,1,0,0,34,-98,34,-98,100
25585,1986,1986-04-27,KS,0,0,0,37,-98,37,-98,50
25592,1986,1986-05-06,KS,1,0,0,38,-96,38,-96,200
25610,1986,1986-05-08,OK,1,0,0,35,-97,35,-97,50
25611,1986,1986-05-08,OK,1,0,0,35,-97,35,-97,23
25612,1986,1986-05-08,OK,3,15,0,35,-97,35,-97,200
25618,1986,1986-05-09,IA,0,0,0,41,-93,41,-93,10
25622,1986,1986-05-09,IA,0,0,0,41,-93,41,-93,10
25625,1986,1986-05-09,IA,0,0,0,41,-93,41,-93,10
25663,1986,1986-05-14,OK,1,0,0,34,-99,34,-99,300
25664,1986,1986-05-14,OK,1,0,0,34,-99,34,-99,300
25665,1986,1986-05-14,OK,1,0,0,34,-98,34,-98,73
25668,1986,1986-05-14,OK,2,0,0,34,-98,34,-98,500
25703,1986,1986-05-16,KS,1,0,0,39,-98,39,-98,100
25704,1986,1986-05-16,KS,1,0,0,39,-97,39,-97,100
25712,1986,1986-05-16,OK,1,0,0,36,-98,36,-98,30
25751,1986,1986-05-24,AL,1,0,0,34,-87,34,-87,30
25812,1986,1986-06-10,NE,1,0,0,40,-98,40,-98,50
25819,1986,1986-06-11,AL,1,0,0,34,-87,34,-87,500
25855,1986,1986-06-21,NE,1,0,0,41,-99,41,-99,40
25882,1986,1986-06-29,IA,2,0,0,41,-93,41,-93,50
25965,1986,1986-07-28,AL,0,0,0,34,-86,34,-86,150
25969,1986,1986-07-28,IA,2,0,0,42,-94,42,-94,150
25971,1986,1986-07-28,NE,4,2,0,42,-96,42,-96,73
25979,1986,1986-07-29,NE,1,0,0,42,-98,42,-98,70
25980,1986,1986-07-29,NE,1,0,0,42,-98,42,-98,20
25987,1986,1986-08-01,KS,1,3,0,37,-99,37,-98,250
25999,1986,1986-08-06,NE,2,0,0,42,-100,41,-100,70
26067,1986,1986-09-18,KS,3,7,0,39,-97,40,-97,500
26091,1986,1986-09-26,OK,2,0,0,35,-95,36,-95,73
26097,1986,1986-09-28,IA,4,0,0,41,-93,41,-93,250
26110,1986,1986-09-29,OK,1,0,0,35,-96,35,-96,100
26112,1986,1986-09-29,OK,2,0,0,35,-97,35,-97,100
26120,1986,1986-10-01,OK,1,0,0,34,-100,34,-99,50
26127,1986,1986-10-02,OK,0,0,0,35,-97,35,-97,73
26144,1986,1986-11-07,LA,2,0,0,32,-92,32,-92,100
26149,1986,1986-11-08,MS,2,0,0,34,-88,34,-88,200
26154,1986,1986-11-20,MS,2,0,0,31,-91,31,-91,173
26155,1986,1986-11-25,AL,3,4,0,31,-85,31,-85,200
26156,1986,1986-11-26,AL,1,2,0,32,-86,32,-85,100
26157,1986,1986-11-26,AL,1,2,0,31,-85,31,-85,150
26158,1986,1986-11-26,AL,2,1,0,31,-85,31,-85,150
26170,1987,1987-02-14,OK,1,0,0,34,-98,34,-98,100
26172,1987,1987-02-14,OK,2,1,0,34,-98,34,-98,200
26175,1987,1987-02-15,LA,2,4,0,29,-91,30,-91,173
26176,1987,1987-02-15,LA,2,3,0,30,-90,30,-90,150
26179,1987,1987-02-15,MS,1,0,0,32,-89,32,-89,80
26181,1987,1987-02-15,MS,1,0,0,33,-88,33,-88,100
26182,1987,1987-02-15,MS,2,2,0,31,-90,31,-90,73
26183,1987,1987-02-15,MS,2,2,0,30,-89,30,-89,100
26185,1987,1987-02-28,LA,1,0,0,32,-92,32,-92,100
26186,1987,1987-02-28,LA,2,2,0,32,-91,32,-91,150
26188,1987,1987-02-28,MS,4,350,6,31,-89,31,-88,1230
26196,1987,1987-03-17,LA,1,0,0,30,-90,30,-90,50
26199,1987,1987-03-17,MS,1,4,0,31,-91,31,-91,100
26200,1987,1987-03-17,MS,1,0,0,31,-91,31,-91,100
26201,1987,1987-03-17,MS,1,0,0,31,-90,31,-90,120
26202,1987,1987-03-17,MS,1,0,0,31,-89,31,-89,73
26214,1987,1987-03-22,OK,2,0,0,36,-99,36,-99,100
26216,1987,1987-03-22,OK,2,6,0,36,-100,36,-100,83
26223,1987,1987-03-29,MS,1,0,0,30,-88,30,-88,123
26240,1987,1987-04-14,IA,1,0,0,40,-92,40,-92,10
26250,1987,1987-05-03,KS,2,0,0,37,-100,37,-101,100
26271,1987,1987-05-18,KS,2,0,0,38,-96,38,-96,300
26274,1987,1987-05-19,IA,0,0,0,40,-94,40,-94,13
26284,1987,1987-05-20,IA,1,0,0,41,-91,41,-91,27
26285,1987,1987-05-20,IA,1,0,0,41,-95,41,-94,20
26324,1987,1987-05-26,IA,1,0,0,41,-95,41,-95,50
26337,1987,1987-05-27,KS,1,0,0,39,-95,39,-95,100
26369,1987,1987-05-31,IA,1,0,0,41,-95,41,-95,20
26477,1987,1987-06-27,KS,0,0,0,39,-97,39,-97,100
26502,1987,1987-06-30,MS,1,0,0,34,-90,34,-90,50
26532,1987,1987-07-06,NE,2,0,0,41,-99,41,-99,50
26583,1987,1987-07-11,IA,1,0,0,43,-94,43,-93,20
26662,1987,1987-07-29,IA,2,0,0,43,-91,43,-91,30
26745,1987,1987-09-15,OK,0,0,0,35,-97,35,-96,30
26759,1987,1987-11-15,OK,1,0,0,33,-96,33,-96,40
26786,1987,1987-11-16,MS,1,0,0,31,-91,31,-91,70
26788,1987,1987-11-16,MS,1,0,0,31,-90,31,-90,100
26789,1987,1987-11-16,MS,1,0,0,32,-90,32,-90,120
26790,1987,1987-11-16,MS,1,0,0,32,-90,32,-89,100
26792,1987,1987-11-16,MS,1,0,0,33,-89,33,-89,100
26793,1987,1987-11-16,MS,1,0,0,33,-89,33,-89,120
26794,1987,1987-11-16,MS,1,0,0,32,-89,32,-89,70
26795,1987,1987-11-16,MS,1,0,0,32,-89,32,-89,73
26796,1987,1987-11-16,MS,2,0,0,32,-90,32,-90,73
26797,1987,1987-11-16,MS,2,5,0,32,-90,32,-90,150
26798,1987,1987-11-16,MS,2,2,0,31,-90,31,-90,150
26799,1987,1987-11-16,MS,2,0,0,32,-89,32,-89,100
26800,1987,1987-11-16,MS,2,0,0,31,-90,32,-89,100
26801,1987,1987-11-16,MS,2,0,0,30,-89,30,-89,73
26819,1987,1987-12-15,MS,2,1,0,34,-88,34,-88,100
26822,1988,1988-01-19,AL,1,0,0,33,-86,33,-86,440
26823,1988,1988-01-19,AL,1,0,0,33,-85,33,-85,100
26824,1988,1988-01-19,AL,3,35,0,34,-86,34,-86,440
26826,1988,1988-01-19,MS,1,0,0,33,-90,33,-90,33
26829,1988,1988-01-19,MS,2,1,0,34,-90,34,-89,70
26830,1988,1988-01-19,MS,3,0,0,33,-88,33,-88,100
26831,1988,1988-01-19,MS,4,1,0,33,-89,33,-89,700
26833,1988,1988-01-19,TN,2,6,1,35,-89,35,-89,60
26834,1988,1988-01-19,TN,2,0,1,35,-88,35,-88,60
26835,1988,1988-01-19,TN,3,24,3,35,-89,35,-88,200
26852,1988,1988-03-24,IA,2,0,0,43,-92,43,-91,100
26894,1988,1988-04-17,MS,1,0,0,33,-90,34,-90,73
26931,1988,1988-05-02,KS,1,0,0,38,-101,38,-101,50
26932,1988,1988-05-02,KS,1,0,0,37,-97,37,-97,30
26933,1988,1988-05-02,KS,2,0,0,38,-99,38,-99,70
26934,1988,1988-05-02,OK,1,0,0,34,-96,34,-96,80
26940,1988,1988-05-07,IA,2,0,0,41,-95,41,-95,73
26943,1988,1988-05-07,NE,2,1,2,41,-96,41,-96,73
26952,1988,1988-05-08,IA,1,0,0,41,-93,41,-93,30
26954,1988,1988-05-08,IA,1,0,0,42,-92,42,-92,20
26955,1988,1988-05-08,IA,1,0,0,41,-92,41,-92,40
26958,1988,1988-05-08,IA,1,0,0,41,-91,42,-91,40
26960,1988,1988-05-08,IA,1,0,0,42,-90,42,-90,43
26961,1988,1988-05-08,IA,2,0,0,40,-93,40,-92,43
26962,1988,1988-05-08,IA,2,0,0,40,-92,41,-91,60
26963,1988,1988-05-08,IA,2,0,0,41,-92,41,-91,60
26964,1988,1988-05-08,IA,2,0,0,41,-92,41,-91,60
26965,1988,1988-05-08,IA,2,0,0,41,-91,41,-91,90
26966,1988,1988-05-08,IA,3,0,0,41,-90,41,-90,150
27001,1988,1988-05-09,AL,2,0,0,34,-85,34,-85,50
27002,1988,1988-05-09,KY,3,15,1,36,-83,36,-83,500
27031,1988,1988-05-22,TN,0,0,0,35,-89,35,-89,50
27051,1988,1988-05-30,OK,1,0,0,36,-102,36,-102,73
27100,1988,1988-06-18,TN,2,0,0,35,-86,35,-86,73
27175,1988,1988-07-15,IA,1,12,0,41,-95,41,-95,73
27243,1988,1988-08-09,NE,1,0,0,41,-103,41,-103,40
27275,1988,1988-08-22,IA,1,0,0,41,-94,41,-94,50
27299,1988,1988-09-16,AL,1,0,0,31,-85,31,-85,50
27385,1988,1988-11-04,AL,2,0,0,31,-88,31,-88,200
27386,1988,1988-11-04,AL,3,16,0,34,-88,34,-87,200
27390,1988,1988-11-04,MS,1,0,0,34,-88,34,-88,100
27393,1988,1988-11-04,MS,1,0,0,32,-89,32,-88,100
27396,1988,1988-11-04,MS,1,0,0,31,-89,31,-89,40
27397,1988,1988-11-04,MS,3,0,0,34,-88,34,-88,150
27398,1988,1988-11-04,MS,3,0,0,34,-88,34,-88,200
27399,1988,1988-11-04,MS,3,0,0,31,-88,31,-88,200
27400,1988,1988-11-04,TN,1,0,0,35,-88,35,-88,50
27401,1988,1988-11-04,TN,2,0,0,35,-87,35,-87,73
27410,1988,1988-11-09,KS,1,2,0,37,-94,37,-94,50
27412,1988,1988-11-12,MS,1,0,0,32,-90,32,-90,40
27421,1988,1988-11-15,IA,0,0,0,40,-93,40,-93,10
27424,1988,1988-11-15,IA,1,0,0,41,-92,41,-92,50
27426,1988,1988-11-15,IA,2,4,0,40,-93,40,-92,60
27427,1988,1988-11-15,IA,2,0,0,41,-92,41,-92,63
27428,1988,1988-11-15,IA,2,0,0,42,-91,42,-91,63
27438,1988,1988-11-15,KS,2,22,0,39,-95,39,-95,70
27439,1988,1988-11-15,KS,2,0,0,37,-95,37,-95,50
27455,1988,1988-11-15,OK,1,0,0,36,-97,36,-97,50
27467,1988,1988-11-19,MS,1,0,0,34,-90,34,-90,60
27470,1988,1988-11-19,MS,2,2,0,32,-89,32,-89,90
27471,1988,1988-11-19,MS,2,0,0,33,-89,33,-89,120
27472,1988,1988-11-19,MS,3,3,0,33,-90,33,-90,100
27473,1988,1988-11-19,MS,3,11,2,34,-88,34,-88,120
27474,1988,1988-11-19,TN,2,1,0,35,-88,35,-88,90
27490,1988,1988-11-26,MS,1,0,0,32,-90,32,-90,70
27493,1988,1988-11-26,MS,2,0,0,32,-90,32,-90,600
27506,1988,1988-12-22,MS,1,0,0,33,-89,33,-89,60
27507,1988,1988-12-22,MS,1,0,0,33,-88,33,-88,40
27508,1988,1988-12-22,MS,1,0,0,33,-88,33,-88,50
27509,1988,1988-12-24,TN,4,7,1,35,-86,36,-86,150
27512,1988,1988-12-27,MS,1,0,0,33,-89,34,-89,70
27514,1988,1988-12-27,MS,1,0,0,32,-90,32,-90,100
27515,1988,1988-12-27,MS,2,0,0,33,-90,33,-90,73
27516,1988,1988-12-27,MS,2,0,0,34,-89,34,-89,73
27517,1988,1988-12-27,MS,2,0,0,33,-90,33,-90,73
27520,1988,1988-12-28,MS,1,0,0,31,-90,31,-90,73
27521,1988,1988-12-28,MS,1,0,0,32,-89,32,-89,100
27530,1989,1989-01-07,MS,2,0,0,33,-88,33,-88,100
27537,1989,1989-02-20,AL,2,0,0,33,-88,34,-88,440
27538,1989,1989-02-20,AL,2,0,0,34,-87,34,-87,440
27539,1989,1989-02-20,AL,2,0,0,34,-87,34,-87,200
27541,1989,1989-02-20,LA,1,0,0,31,-92,31,-92,43
27542,1989,1989-02-20,LA,1,0,0,31,-91,31,-91,40
27543,1989,1989-02-20,MS,1,0,0,32,-90,32,-90,100
27544,1989,1989-02-20,MS,1,0,0,32,-90,32,-90,120
27545,1989,1989-02-20,MS,1,0,0,31,-89,31,-89,80
27546,1989,1989-02-20,MS,1,0,0,31,-89,31,-88,60
27556,1989,1989-03-04,LA,1,0,0,31,-91,31,-91,50
27557,1989,1989-03-04,MS,1,0,0,32,-90,32,-90,70
27558,1989,1989-03-04,MS,1,0,0,32,-90,32,-90,60
27559,1989,1989-03-04,MS,3,5,0,32,-90,32,-90,350
27561,1989,1989-03-05,AL,1,0,0,31,-85,31,-85,200
27562,1989,1989-03-05,AL,2,2,0,33,-86,33,-86,100
27563,1989,1989-03-05,AL,2,6,1,32,-85,33,-84,167
27579,1989,1989-03-27,OK,1,0,0,34,-99,35,-99,10
27586,1989,1989-03-29,KY,2,0,0,37,-86,37,-86,50
27588,1989,1989-03-29,MS,1,0,0,33,-88,33,-88,50
27612,1989,1989-04-03,KY,2,1,0,37,-87,37,-87,100
27613,1989,1989-04-03,KY,2,0,0,37,-87,37,-87,100
27662,1989,1989-04-26,IA,1,0,0,42,-91,41,-91,40
27665,1989,1989-04-27,IA,0,2,0,41,-95,41,-95,60
27669,1989,1989-04-27,IA,1,0,0,42,-95,42,-94,60
27670,1989,1989-04-27,IA,2,0,0,40,-92,41,-91,60
27673,1989,1989-04-27,NE,1,0,0,40,-96,40,-96,80
27711,1989,1989-05-05,LA,1,0,0,32,-93,32,-93,40
27729,1989,1989-05-08,OK,2,1,0,36,-94,36,-94,50
27787,1989,1989-05-17,LA,1,0,0,31,-93,31,-93,50
27814,1989,1989-05-18,LA,2,0,0,30,-91,30,-90,50
27820,1989,1989-05-18,OK,1,1,0,36,-95,36,-95,100
27831,1989,1989-05-19,KY,2,0,0,37,-87,37,-86,40
27832,1989,1989-05-19,KY,2,0,0,37,-86,37,-86,90
27842,1989,1989-05-22,KY,1,1,0,36,-86,36,-86,40
27843,1989,1989-05-22,KY,2,0,0,36,-86,36,-86,50
27847,1989,1989-05-22,TN,2,2,1,35,-87,35,-87,100
27853,1989,1989-05-24,IA,1,0,0,43,-92,43,-92,33
27854,1989,1989-05-24,IA,4,0,0,40,-94,40,-93,1760
27855,1989,1989-05-24,IA,4,0,0,42,-93,42,-92,150
27891,1989,1989-05-26,KY,1,0,0,36,-86,36,-86,40
27899,1989,1989-05-30,IA,4,3,0,42,-93,42,-92,200
27958,1989,1989-06-04,TN,2,0,0,35,-89,35,-89,100
27966,1989,1989-06-05,MS,1,0,0,32,-89,32,-89,73
27972,1989,1989-06-06,KS,3,0,0,37,-101,37,-100,500
